ensembl_id	ensembl_version	gene_symbol	gene_type	symbol_ambiguous	on_panel
ENSG00000230248	1	Z98742.1	lncRNA	False	False
ENSG00000230250	3	LINC01753	lncRNA	False	False
ENSG00000230257	5	NFE4	lncRNA	False	False
ENSG00000230258	6	AC005208.1	lncRNA	False	False
ENSG00000230260	1	AL136322.1	lncRNA	False	False
ENSG00000230262	8	LINC02603	lncRNA	False	False
ENSG00000230266	1	XXYLT1-AS2	lncRNA	False	False
ENSG00000230268	3	SSU72P8	protein_coding	False	False
ENSG00000230269	7	LINC02525	lncRNA	False	False
ENSG00000230285	1	AC092807.1	lncRNA	False	False
ENSG00000230286	1	AC013472.1	lncRNA	False	False
ENSG00000230289	1	AL358781.2	lncRNA	False	False
ENSG00000230290	1	ARMC2-AS1	lncRNA	False	False
ENSG00000230294	4	LINC02370	lncRNA	False	False
ENSG00000230298	1	AL590068.2	lncRNA	False	False
ENSG00000230301	6	OR5H6	protein_coding	False	False
ENSG00000230303	6	AL353743.2	lncRNA	False	False
ENSG00000230309	1	AL121718.1	lncRNA	False	False
ENSG00000230310	1	AC010422.1	lncRNA	False	False
ENSG00000230313	1	HCG24	lncRNA	False	False
ENSG00000230314	7	ELOVL2-AS1	lncRNA	False	False
ENSG00000230316	7	FEZF1-AS1	lncRNA	False	False
ENSG00000230317	2	LINC01284	lncRNA	False	False
ENSG00000230319	1	TTLL1-AS1	lncRNA	False	False
ENSG00000230322	1	AL136320.1	lncRNA	False	False
ENSG00000230323	6	LINC00159	lncRNA	False	False
ENSG00000230324	1	LINC01734	lncRNA	False	False
ENSG00000230325	1	AL359921.1	lncRNA	False	False
ENSG00000230337	1	EXOSC10-AS1	lncRNA	False	False
ENSG00000230347	5	CT47A8	protein_coding	False	False
ENSG00000230352	1	AL035250.2	lncRNA	False	False
ENSG00000230365	1	AL451129.1	lncRNA	False	False
ENSG00000230366	9	DSCR9	lncRNA	False	False
ENSG00000230368	2	FAM41C	lncRNA	False	False
ENSG00000230379	5	AP000146.1	lncRNA	False	False
ENSG00000230381	2	AL136376.1	lncRNA	False	False
ENSG00000230385	1	AC012507.1	lncRNA	False	False
ENSG00000230387	4	AL118508.1	lncRNA	False	False
ENSG00000230390	1	LINC01048	lncRNA	False	False
ENSG00000230392	1	AC004835.1	lncRNA	False	False
ENSG00000230393	1	AC092667.1	lncRNA	False	False
ENSG00000230400	3	LINC01747	lncRNA	False	False
ENSG00000230401	1	LINC01972	lncRNA	False	False
ENSG00000230402	2	LINC01349	lncRNA	False	False
ENSG00000230403	1	LINC01066	lncRNA	False	False
ENSG00000230404	1	AL161640.1	lncRNA	False	False
ENSG00000230408	3	BZW1-AS1	lncRNA	False	False
ENSG00000230415	1	LINC01786	lncRNA	False	False
ENSG00000230417	12	LINC00595	lncRNA	False	False
ENSG00000230423	3	AL672310.1	lncRNA	False	False
ENSG00000230424	1	EMC1-AS1	lncRNA	False	False
ENSG00000230426	4	LINC01036	lncRNA	False	False
ENSG00000230427	1	ALG14-AS1	lncRNA	False	False
ENSG00000230430	5	USP17L25	protein_coding	False	False
ENSG00000230432	1	AC114803.1	lncRNA	False	False
ENSG00000230433	1	AL031770.1	lncRNA	False	False
ENSG00000230434	3	LINC01650	lncRNA	False	False
ENSG00000230435	1	AC004160.2	lncRNA	False	False
ENSG00000230437	1	AL136460.1	lncRNA	False	False
ENSG00000230438	7	SERPINB9P1	lncRNA	False	False
ENSG00000230440	1	AL391119.1	lncRNA	False	False
ENSG00000230442	5	ASB15-AS1	lncRNA	False	False
ENSG00000230448	5	LINC00276	lncRNA	False	False
ENSG00000230452	1	LINC01381	lncRNA	False	False
ENSG00000230453	9	ANKRD18B	protein_coding	False	False
ENSG00000230454	1	U73166.1	lncRNA	False	False
ENSG00000230471	1	AP000532.2	lncRNA	False	False
ENSG00000230472	5	AL135908.1	lncRNA	False	False
ENSG00000230479	1	AP000695.1	lncRNA	False	False
ENSG00000230481	2	IGKV1OR22-5	IG_V_pseudogene	False	False
ENSG00000230483	1	AC124057.1	lncRNA	False	False
ENSG00000230487	8	PSMG3-AS1	lncRNA	False	False
ENSG00000230489	1	VAV3-AS1	lncRNA	False	False
ENSG00000230490	3	AL139383.1	lncRNA	False	False
ENSG00000230492	1	AL049651.1	lncRNA	False	False
ENSG00000230498	3	AL035409.1	lncRNA	False	False
ENSG00000230499	1	AC108463.2	lncRNA	False	False
ENSG00000230500	1	MKX-AS1	lncRNA	False	False
ENSG00000230506	2	AL354824.1	lncRNA	False	False
ENSG00000230510	7	PPP5D1	transcribed_unprocessed_pseudogene	False	False
ENSG00000230513	2	THAP7-AS1	lncRNA	False	False
ENSG00000230515	1	AC092580.2	lncRNA	False	False
ENSG00000230516	1	AL589642.2	lncRNA	False	False
ENSG00000230522	5	MBD3L2	protein_coding	False	False
ENSG00000230523	1	LINC01756	lncRNA	False	False
ENSG00000230525	6	LINC01799	lncRNA	False	False
ENSG00000230526	1	AC073370.1	lncRNA	False	False
ENSG00000230530	2	LIMD1-AS1	lncRNA	False	False
ENSG00000230532	1	AC091133.1	lncRNA	False	False
ENSG00000230533	4	AL356234.2	lncRNA	False	False
ENSG00000230534	6	AL392046.1	lncRNA	False	False
ENSG00000230536	1	AL360268.1	lncRNA	False	False
ENSG00000230537	2	AL158071.2	lncRNA	False	False
ENSG00000230542	6	LINC00102	lncRNA	False	False
ENSG00000230549	3	USP17L1	protein_coding	False	False
ENSG00000230550	2	ERLNC1	lncRNA	False	False
ENSG00000230552	6	AC092162.2	lncRNA	False	False
ENSG00000230555	2	AL450326.1	lncRNA	False	False
ENSG00000230561	4	CCDC192	protein_coding	False	False
ENSG00000230563	4	AL121757.1	lncRNA	False	False
ENSG00000230565	1	ZNF32-AS2	lncRNA	False	False
ENSG00000230569	1	AC114763.2	lncRNA	False	False
ENSG00000230573	1	LINC02639	lncRNA	False	False
ENSG00000230575	1	AC013286.1	lncRNA	False	False
ENSG00000230587	2	LINC02580	lncRNA	False	False
ENSG00000230590	11	FTX	lncRNA	False	False
ENSG00000230594	3	CT47A4	protein_coding	False	False
ENSG00000230597	1	AL136164.1	lncRNA	False	False
ENSG00000230599	2	AC018495.1	lncRNA	False	False
ENSG00000230600	1	AC073188.3	lncRNA	False	False
ENSG00000230601	7	TEX48	protein_coding	False	False
ENSG00000230606	11	AC092683.1	lncRNA	False	False
ENSG00000230612	3	AC004039.1	lncRNA	False	False
ENSG00000230613	1	HM13-AS1	lncRNA	False	False
ENSG00000230615	7	AL139220.2	lncRNA	False	False
ENSG00000230623	6	AC104461.1	lncRNA	False	False
ENSG00000230626	4	AC011005.1	protein_coding	False	False
ENSG00000230627	1	Z97205.1	lncRNA	False	False
ENSG00000230628	1	AL160408.3	lncRNA	False	False
ENSG00000230630	5	DNM3OS	lncRNA	False	False
ENSG00000230631	1	AL353152.1	lncRNA	False	False
ENSG00000230641	1	USP12-AS2	lncRNA	False	False
ENSG00000230645	2	LINC01818	lncRNA	False	False
ENSG00000230647	2	AC022816.1	lncRNA	False	False
ENSG00000230648	1	AL138831.1	lncRNA	False	False
ENSG00000230649	3	AC024084.1	lncRNA	False	False
ENSG00000230651	8	RGPD4-AS1	lncRNA	False	False
ENSG00000230657	8	PRB4	protein_coding	False	False
ENSG00000230658	2	KLHL7-DT	lncRNA	False	False
ENSG00000230663	1	FAM224B	lncRNA	False	False
ENSG00000230667	6	SETSIP	protein_coding	False	False
ENSG00000230668	2	AL844175.1	lncRNA	False	False
ENSG00000230676	1	AL353803.2	lncRNA	False	False
ENSG00000230679	1	ENO1-AS1	lncRNA	False	False
ENSG00000230680	2	AC004869.1	lncRNA	False	False
ENSG00000230684	1	AL158207.2	lncRNA	False	False
ENSG00000230686	1	AC067945.1	lncRNA	False	False
ENSG00000230687	1	AL008626.1	lncRNA	False	False
ENSG00000230690	2	AC013402.1	lncRNA	False	False
ENSG00000230694	1	AL450003.1	lncRNA	False	False
ENSG00000230695	1	AC012462.3	lncRNA	False	False
ENSG00000230698	1	AC105935.2	lncRNA	False	False
ENSG00000230699	2	AL645608.2	lncRNA	False	False
ENSG00000230703	1	MYOM3-AS1	lncRNA	False	False
ENSG00000230704	1	AL021940.1	lncRNA	False	False
ENSG00000230709	1	AC104024.1	lncRNA	False	False
ENSG00000230710	2	LINC00332	lncRNA	False	False
ENSG00000230714	1	AL355526.1	lncRNA	False	False
ENSG00000230720	1	LINC02644	lncRNA	False	False
ENSG00000230724	9	LINC01001	lncRNA	False	False
ENSG00000230725	6	AL035252.2	lncRNA	False	False
ENSG00000230729	1	AL160270.1	lncRNA	False	False
ENSG00000230730	1	AC074011.1	lncRNA	False	False
ENSG00000230731	3	AL589745.1	lncRNA	False	False
ENSG00000230733	2	AC092171.2	lncRNA	False	False
ENSG00000230736	2	AL021937.1	lncRNA	False	False
ENSG00000230737	1	AC106870.2	lncRNA	False	False
ENSG00000230741	1	Z82173.1	lncRNA	False	False
ENSG00000230746	2	AC006007.1	lncRNA	False	False
ENSG00000230747	1	AC021188.1	lncRNA	False	False
ENSG00000230749	5	MEIS1-AS2	lncRNA	False	False
ENSG00000230753	6	ZNF341-AS1	lncRNA	False	False
ENSG00000230759	1	AC095032.2	lncRNA	False	False
ENSG00000230768	9	LINC01676	lncRNA	False	False
ENSG00000230773	9	AC092650.1	lncRNA	False	False
ENSG00000230778	1	ANKRD63	protein_coding	False	False
ENSG00000230782	1	AL807761.4	lncRNA	False	False
ENSG00000230790	2	AC012456.2	lncRNA	False	False
ENSG00000230794	1	AF015720.1	lncRNA	False	False
ENSG00000230797	3	YY2	protein_coding	False	False
ENSG00000230798	5	FOXD3-AS1	lncRNA	False	False
ENSG00000230803	1	AC097532.1	lncRNA	False	False
ENSG00000230805	8	AL132709.7	lncRNA	False	False
ENSG00000230806	1	SRGAP2-AS1	lncRNA	False	False
ENSG00000230817	6	LINC01362	lncRNA	False	False
ENSG00000230826	1	AL390774.2	lncRNA	False	False
ENSG00000230830	1	ARPP21-AS1	lncRNA	False	False
ENSG00000230831	1	AC007349.2	lncRNA	False	False
ENSG00000230834	1	AC068580.2	lncRNA	False	False
ENSG00000230836	1	LINC01293	lncRNA	False	False
ENSG00000230838	1	LINC01614	lncRNA	False	False
ENSG00000230843	1	AL139824.1	lncRNA	False	False
ENSG00000230844	3	ZNF674-AS1	lncRNA	False	False
ENSG00000230846	1	AL158154.2	lncRNA	False	False
ENSG00000230848	1	AL360268.2	lncRNA	False	False
ENSG00000230852	2	LINC02857	lncRNA	False	False
ENSG00000230864	1	AC099567.1	lncRNA	False	False
ENSG00000230866	2	LINC02558	lncRNA	False	False
ENSG00000230873	9	STMND1	protein_coding	False	False
ENSG00000230876	8	LINC00486	lncRNA	True	False
ENSG00000230881	1	AL445933.2	lncRNA	False	False
ENSG00000230894	2	AL133284.1	lncRNA	False	False
ENSG00000230899	1	MAGEA8-AS1	lncRNA	False	False
ENSG00000230908	2	AL591074.1	lncRNA	False	False
ENSG00000230910	4	AL391807.1	lncRNA	False	False
ENSG00000230912	1	AL021707.4	lncRNA	False	False
ENSG00000230918	2	DPP4-DT	lncRNA	False	False
ENSG00000230920	1	AL513422.1	lncRNA	False	False
ENSG00000230923	2	LINC00309	lncRNA	False	False
ENSG00000230928	1	AL139241.1	lncRNA	False	False
ENSG00000230941	1	AC002386.1	lncRNA	False	False
ENSG00000230943	3	LINC02541	lncRNA	False	False
ENSG00000230944	1	AC026202.1	lncRNA	False	False
ENSG00000230945	1	LINC01507	lncRNA	False	False
ENSG00000230952	1	AC099344.1	lncRNA	False	False
ENSG00000230955	1	AL929472.2	lncRNA	False	False
ENSG00000230960	1	AL109910.1	lncRNA	False	False
ENSG00000230962	2	LINC01520	lncRNA	False	False
ENSG00000230967	2	AL133387.2	lncRNA	False	False
ENSG00000230968	1	AC084149.1	lncRNA	False	False
ENSG00000230969	2	LINC02090	lncRNA	False	False
ENSG00000230970	4	HHATL-AS1	lncRNA	False	False
ENSG00000230972	1	AP001116.1	lncRNA	False	False
ENSG00000230975	1	AC012355.1	lncRNA	False	False
ENSG00000230978	2	LINC00160	lncRNA	False	False
ENSG00000230989	7	HSBP1	protein_coding	False	False
ENSG00000230990	2	AL049649.1	lncRNA	False	False
ENSG00000230991	2	AC092625.1	lncRNA	False	False
ENSG00000231010	1	AL121672.1	lncRNA	False	False
ENSG00000231013	2	SCTR-AS1	lncRNA	False	False
ENSG00000231015	1	AL049594.1	lncRNA	False	False
ENSG00000231019	1	LINC00373	lncRNA	False	False
ENSG00000231023	7	LINC00326	lncRNA	False	False
ENSG00000231024	1	AC092431.1	lncRNA	False	False
ENSG00000231028	9	LINC00271	lncRNA	False	False
ENSG00000231031	6	LINC01804	lncRNA	False	False
ENSG00000231039	2	AL355303.1	lncRNA	False	False
ENSG00000231040	2	LINC01911	lncRNA	False	False
ENSG00000231046	1	AL360227.1	lncRNA	False	False
ENSG00000231050	1	AL109917.1	lncRNA	False	False
ENSG00000231051	3	USP17L28	protein_coding	False	False
ENSG00000231052	1	AL353614.1	lncRNA	False	False
ENSG00000231054	1	AC093833.1	lncRNA	False	False
ENSG00000231056	1	LINC02522	lncRNA	False	False
ENSG00000231057	4	AC096637.2	lncRNA	False	False
ENSG00000231061	1	LINC00395	lncRNA	False	False
ENSG00000231062	1	AC103563.2	lncRNA	False	False
ENSG00000231064	7	THBS3-AS1	lncRNA	False	False
ENSG00000231068	1	KRTAP21-3	protein_coding	False	False
ENSG00000231073	1	AL590133.1	lncRNA	False	False
ENSG00000231074	9	HCG18	lncRNA	False	False
ENSG00000231078	1	AL157414.2	lncRNA	False	False
ENSG00000231079	7	KIF5C-AS1	lncRNA	False	False
ENSG00000231080	1	AL592161.1	lncRNA	False	False
ENSG00000231081	1	AL078587.1	lncRNA	False	False
ENSG00000231082	1	LINC02655	lncRNA	False	False
ENSG00000231083	1	AC011747.1	lncRNA	False	False
ENSG00000231090	2	MIR4422HG	lncRNA	False	False
ENSG00000231092	1	AC012513.1	lncRNA	False	False
ENSG00000231098	1	AC008154.2	lncRNA	False	False
ENSG00000231102	1	AL035588.1	lncRNA	False	False
ENSG00000231104	8	AC022395.1	lncRNA	False	False
ENSG00000231105	2	ECE1-AS1	lncRNA	False	False
ENSG00000231106	2	LINC01436	lncRNA	False	False
ENSG00000231107	2	LINC01508	lncRNA	False	False
ENSG00000231110	1	FO393408.1	lncRNA	False	False
ENSG00000231113	2	AL035587.1	lncRNA	False	False
ENSG00000231114	1	AC078842.2	lncRNA	False	False
ENSG00000231119	2	AL031666.1	lncRNA	False	False
ENSG00000231128	6	AL137856.1	lncRNA	False	False
ENSG00000231131	8	LNCAROD	lncRNA	False	False
ENSG00000231132	1	AC022537.1	lncRNA	False	False
ENSG00000231133	8	HAR1B	lncRNA	False	False
ENSG00000231138	1	AC009987.1	lncRNA	False	False
ENSG00000231140	3	BX005214.2	lncRNA	False	False
ENSG00000231141	1	TTTY3	lncRNA	False	False
ENSG00000231143	1	AL157378.1	lncRNA	False	False
ENSG00000231149	2	AL354979.1	lncRNA	False	False
ENSG00000231150	5	DNAH8-AS1	lncRNA	False	False
ENSG00000231154	1	MORF4L2-AS1	lncRNA	False	False
ENSG00000231156	1	AC093702.1	lncRNA	False	False
ENSG00000231163	6	CSMD2-AS1	lncRNA	False	False
ENSG00000231165	3	TRBV26OR9-2	TR_V_pseudogene	False	False
ENSG00000231170	7	AC002451.1	lncRNA	False	False
ENSG00000231171	4	LINC01098	lncRNA	False	False
ENSG00000231172	2	AC007099.1	lncRNA	False	False
ENSG00000231173	1	AC116609.2	lncRNA	False	False
ENSG00000231175	1	LINC01720	lncRNA	False	False
ENSG00000231177	4	LINC00852	lncRNA	False	False
ENSG00000231178	3	AL357832.1	lncRNA	False	False
ENSG00000231185	7	SPRY4-AS1	lncRNA	False	False
ENSG00000231187	3	AL356056.2	lncRNA	False	False
ENSG00000231188	1	AL139819.1	lncRNA	False	False
ENSG00000231189	1	AC013448.1	lncRNA	False	False
ENSG00000231192	2	OR5H1	protein_coding	False	False
ENSG00000231193	1	AL157884.2	lncRNA	False	False
ENSG00000231194	1	FARP1-AS1	lncRNA	False	False
ENSG00000231201	1	AF127577.2	lncRNA	False	False
ENSG00000231202	1	TRGVB	TR_V_pseudogene	False	False
ENSG00000231204	7	AC011752.1	lncRNA	False	False
ENSG00000231208	4	ZBTB46-AS1	lncRNA	False	False
ENSG00000231210	3	COMETT	lncRNA	False	False
ENSG00000231212	1	AL590399.3	lncRNA	False	False
ENSG00000231213	6	PLSCR5	protein_coding	False	False
ENSG00000231216	1	GS1-600G8.3	lncRNA	False	False
ENSG00000231221	1	LINC01593	lncRNA	False	False
ENSG00000231226	1	TRIM31-AS1	lncRNA	False	False
ENSG00000231231	5	LINC01423	lncRNA	False	False
ENSG00000231233	1	CFAP58-DT	lncRNA	False	False
ENSG00000231236	2	AP001605.1	lncRNA	False	False
ENSG00000231238	2	LINC00349	lncRNA	False	False
ENSG00000231243	1	AC116038.1	lncRNA	False	False
ENSG00000231246	2	LINC02884	lncRNA	False	False
ENSG00000231248	3	FAM242D	lncRNA	False	False
ENSG00000231249	1	ITPR1-DT	lncRNA	False	False
ENSG00000231252	3	AC099792.1	lncRNA	False	False
ENSG00000231253	2	LINC01640	lncRNA	False	False
ENSG00000231255	1	AC005009.1	lncRNA	False	False
ENSG00000231256	8	CFAP97D1	protein_coding	False	False
ENSG00000231265	1	TRERNA1	lncRNA	False	False
ENSG00000231266	1	AC010745.3	lncRNA	False	False
ENSG00000231274	5	SBK3	protein_coding	False	False
ENSG00000231291	3	AC106799.1	lncRNA	False	False
ENSG00000231292	6	IGKV1OR2-108	IG_V_gene	False	False
ENSG00000231295	1	AC004888.1	lncRNA	False	False
ENSG00000231297	3	AL627443.1	lncRNA	False	False
ENSG00000231298	7	MANCR	lncRNA	False	False
ENSG00000231305	4	AC112484.1	lncRNA	False	False
ENSG00000231310	3	TBL1XR1-AS1	lncRNA	False	False
ENSG00000231312	7	MAP4K3-DT	lncRNA	False	False
ENSG00000231324	1	AP000696.1	lncRNA	False	False
ENSG00000231326	7	LINC02662	lncRNA	False	False
ENSG00000231327	1	LINC01816	lncRNA	False	False
ENSG00000231329	8	AL031772.1	lncRNA	False	False
ENSG00000231332	2	OOEP-AS1	lncRNA	False	False
ENSG00000231334	2	EML6-AS1	lncRNA	False	False
ENSG00000231336	1	AC017006.1	lncRNA	False	False
ENSG00000231346	5	LINC01160	lncRNA	False	False
ENSG00000231355	1	AP000302.1	lncRNA	False	False
ENSG00000231358	4	AL355516.1	lncRNA	False	False
ENSG00000231364	3	LINC01712	lncRNA	False	False
ENSG00000231365	6	WARS2-AS1	lncRNA	False	False
ENSG00000231367	6	LINC02613	lncRNA	False	False
ENSG00000231373	1	GNA14-AS1	lncRNA	False	False
ENSG00000231383	2	FGF12-AS1	lncRNA	False	False
ENSG00000231389	7	HLA-DPA1	protein_coding	False	False
ENSG00000231393	1	AL357874.2	lncRNA	False	False
ENSG00000231394	1	AC099681.2	lncRNA	False	False
ENSG00000231396	3	USP17L10	protein_coding	False	False
ENSG00000231401	2	AC023481.1	lncRNA	False	False
ENSG00000231403	1	AC099344.2	lncRNA	False	False
ENSG00000231405	1	AL008638.1	lncRNA	False	False
ENSG00000231407	6	GORAB-AS1	lncRNA	False	False
ENSG00000231412	2	AC005392.2	lncRNA	False	False
ENSG00000231413	1	AL356289.1	lncRNA	False	False
ENSG00000231418	2	AC005090.1	lncRNA	False	False
ENSG00000231420	1	LINC01817	lncRNA	False	False
ENSG00000231422	2	LINC01516	lncRNA	False	False
ENSG00000231424	3	BX284613.2	lncRNA	False	False
ENSG00000231426	7	FILNC1	lncRNA	False	False
ENSG00000231427	6	LINC01445	lncRNA	False	False
ENSG00000231428	2	LINC00396	lncRNA	False	False
ENSG00000231437	3	LINC01750	lncRNA	False	False
ENSG00000231439	4	WASIR2	lncRNA	False	False
ENSG00000231441	2	DST-AS1	lncRNA	False	False
ENSG00000231447	1	AC244102.1	lncRNA	False	False
ENSG00000231453	1	LINC01305	lncRNA	False	False
ENSG00000231460	2	AL365204.1	lncRNA	False	False
ENSG00000231467	2	AL022314.1	lncRNA	False	False
ENSG00000231473	3	RB1-DT	lncRNA	False	False
ENSG00000231475	3	IGHV4-31	IG_V_gene	False	False
ENSG00000231476	1	AC074389.2	lncRNA	False	False
ENSG00000231477	2	AC004448.1	lncRNA	False	False
ENSG00000231482	3	AC105450.1	lncRNA	False	False
ENSG00000231487	1	AP006285.1	lncRNA	False	False
ENSG00000231492	3	AP003774.1	lncRNA	False	False
ENSG00000231495	1	AL121885.3	lncRNA	False	False
ENSG00000231496	2	AL136369.2	lncRNA	False	False
ENSG00000231500	7	RPS18	protein_coding	False	False
ENSG00000231505	1	AC108868.1	lncRNA	False	False
ENSG00000231507	2	LINC01353	lncRNA	False	False
ENSG00000231509	1	AL162253.1	lncRNA	False	False
ENSG00000231510	1	LINC02782	lncRNA	False	False
ENSG00000231519	1	AC007285.1	lncRNA	False	False
ENSG00000231521	1	AL162385.2	lncRNA	False	False
ENSG00000231528	3	FAM225A	lncRNA	False	False
ENSG00000231529	2	LINC02779	lncRNA	False	False
ENSG00000231530	1	AL157932.1	lncRNA	False	False
ENSG00000231532	6	LINC01249	lncRNA	False	False
ENSG00000231533	2	AL391840.1	lncRNA	False	False
ENSG00000231535	7	LINC00278	lncRNA	False	False
ENSG00000231536	1	AC226101.1	lncRNA	False	False
ENSG00000231538	1	DPP10-AS3	lncRNA	False	False
ENSG00000231539	1	AC010132.1	lncRNA	False	False
ENSG00000231542	1	TAB3-AS1	lncRNA	False	False
ENSG00000231557	1	AC020718.1	lncRNA	False	False
ENSG00000231560	1	CLEC12A-AS1	lncRNA	False	False
ENSG00000231563	2	AL139288.1	lncRNA	False	False
ENSG00000231566	2	LINC02595	lncRNA	False	False
ENSG00000231574	6	LINC02015	lncRNA	False	False
ENSG00000231585	1	AC034228.1	lncRNA	False	False
ENSG00000231589	1	AC009110.1	lncRNA	False	False
ENSG00000231597	1	AC007557.2	lncRNA	False	False
ENSG00000231601	1	AL157709.1	lncRNA	False	False
ENSG00000231604	2	AL133232.1	lncRNA	False	False
ENSG00000231605	6	LINC01363	lncRNA	False	False
ENSG00000231606	2	AL357873.1	lncRNA	False	False
ENSG00000231607	12	DLEU2	lncRNA	False	False
ENSG00000231609	7	AC007098.1	lncRNA	False	False
ENSG00000231612	1	AC104462.1	lncRNA	False	False
ENSG00000231616	9	AL354733.2	lncRNA	False	False
ENSG00000231620	1	AP000855.1	lncRNA	False	False
ENSG00000231621	1	ANKRD44-AS1	lncRNA	False	False
ENSG00000231626	1	AC013402.2	lncRNA	False	False
ENSG00000231628	1	AL133406.2	lncRNA	False	False
ENSG00000231630	1	AL592464.1	lncRNA	False	False
ENSG00000231633	1	LINC00283	lncRNA	False	False
ENSG00000231636	1	AGBL5-AS1	lncRNA	False	False
ENSG00000231637	3	USP17L29	protein_coding	False	False
ENSG00000231638	1	LUARIS	lncRNA	False	False
ENSG00000231646	6	FSIP2-AS1	lncRNA	False	False
ENSG00000231648	2	LINC01698	lncRNA	False	False
ENSG00000231651	1	DLG3-AS1	lncRNA	False	False
ENSG00000231652	2	AL590428.1	lncRNA	False	False
ENSG00000231653	1	AC010731.2	lncRNA	False	False
ENSG00000231654	1	RPS6KA2-AS1	lncRNA	False	False
ENSG00000231662	1	AL357052.1	lncRNA	False	False
ENSG00000231663	1	COA6-AS1	lncRNA	False	False
ENSG00000231666	7	LINC01704	lncRNA	False	False
ENSG00000231671	1	LINC01307	lncRNA	False	False
ENSG00000231672	8	DIRC3	lncRNA	False	False
ENSG00000231674	1	LINC00410	lncRNA	False	False
ENSG00000231678	2	AL358779.1	lncRNA	False	False
ENSG00000231680	1	LINC02723	lncRNA	False	False
ENSG00000231681	2	AC020743.2	lncRNA	False	False
ENSG00000231682	1	LINC01891	lncRNA	False	False
ENSG00000231683	6	AL033397.1	lncRNA	False	False
ENSG00000231689	2	LINC01090	lncRNA	False	False
ENSG00000231690	3	LINC00574	lncRNA	False	False
ENSG00000231691	2	AL592114.3	lncRNA	False	False
ENSG00000231698	2	AP002856.2	lncRNA	False	False
ENSG00000231703	2	AL354993.1	lncRNA	False	False
ENSG00000231704	6	AC004895.1	lncRNA	False	False
ENSG00000231705	1	AL451069.2	lncRNA	False	False
ENSG00000231713	2	AF064860.2	lncRNA	False	False
ENSG00000231714	1	AL513348.1	lncRNA	False	False
ENSG00000231718	1	LINC02789	lncRNA	False	False
ENSG00000231720	1	AL353747.3	lncRNA	False	False
ENSG00000231724	1	AC112907.1	lncRNA	False	False
ENSG00000231728	5	TMSB15B-AS1	lncRNA	False	False
ENSG00000231731	7	AC010976.1	lncRNA	False	False
ENSG00000231738	11	TSPAN19	protein_coding	False	False
ENSG00000231740	1	AL136985.1	lncRNA	False	False
ENSG00000231742	6	LINC01273	lncRNA	False	False
ENSG00000231748	1	AL596223.2	lncRNA	False	False
ENSG00000231749	3	ABCA9-AS1	lncRNA	False	False
ENSG00000231754	2	AL512380.1	lncRNA	False	False
ENSG00000231755	1	CHODL-AS1	lncRNA	False	False
ENSG00000231756	1	AL449983.1	lncRNA	False	False
ENSG00000231758	3	ARHGAP15-AS1	lncRNA	False	False
ENSG00000231760	5	AL355312.2	lncRNA	False	False
ENSG00000231764	10	DLX6-AS1	lncRNA	False	False
ENSG00000231767	4	RPS27AP5	protein_coding	False	False
ENSG00000231768	2	LINC01354	lncRNA	False	False
ENSG00000231769	3	AL035701.1	lncRNA	False	False
ENSG00000231770	6	TMEM44-AS1	lncRNA	False	False
ENSG00000231772	5	Z93403.1	lncRNA	False	False
ENSG00000231776	5	LINC01611	lncRNA	False	False
ENSG00000231781	1	AC079896.1	lncRNA	False	False
ENSG00000231782	7	LINC00575	lncRNA	False	False
ENSG00000231789	2	PIK3CD-AS2	lncRNA	False	False
ENSG00000231791	1	AL445228.1	lncRNA	False	False
ENSG00000231794	5	AC009542.1	lncRNA	False	False
ENSG00000231806	3	PCAT7	lncRNA	False	False
ENSG00000231808	2	LINC01388	lncRNA	False	False
ENSG00000231811	3	AL159166.1	lncRNA	False	False
ENSG00000231814	3	LINC00210	lncRNA	False	False
ENSG00000231815	2	AC007179.1	lncRNA	False	False
ENSG00000231817	9	LINC01198	lncRNA	False	False
ENSG00000231824	4	AKAIN1	protein_coding	False	False
ENSG00000231826	6	LINC01819	lncRNA	False	False
ENSG00000231829	4	AL157834.1	lncRNA	False	False
ENSG00000231830	1	AC245140.1	lncRNA	False	False
ENSG00000231840	2	TMEM139-AS1	lncRNA	False	False
ENSG00000231846	1	AC092832.2	lncRNA	False	False
ENSG00000231851	6	MRPS9-AS1	lncRNA	False	False
ENSG00000231852	9	CYP21A2	protein_coding	False	False
ENSG00000231856	2	AL162377.1	lncRNA	False	False
ENSG00000231861	2	OR5K2	protein_coding	False	False
ENSG00000231863	2	AL139393.1	lncRNA	False	False
ENSG00000231864	2	AL807752.3	lncRNA	False	False
ENSG00000231868	1	AL031848.1	lncRNA	False	False
ENSG00000231871	5	IPO9-AS1	lncRNA	False	False
ENSG00000231873	2	AC099560.1	lncRNA	False	False
ENSG00000231876	8	AC009158.1	lncRNA	False	False
ENSG00000231877	1	AL359551.1	lncRNA	False	False
ENSG00000231880	2	KF459542.1	lncRNA	False	False
ENSG00000231881	2	AL109615.2	lncRNA	False	False
ENSG00000231882	1	F10-AS1	lncRNA	False	False
ENSG00000231883	1	AL138733.2	lncRNA	False	False
ENSG00000231887	7	PRH1	protein_coding	False	False
ENSG00000231889	7	TRAF3IP2-AS1	lncRNA	False	False
ENSG00000231890	8	DARS-AS1	lncRNA	False	False
ENSG00000231892	1	AC073316.2	lncRNA	False	False
